trace_id,time,station_id,lifecycle:transition,concept:name,org:resource,lifecycle
94-p94,2025-09-05T13:31:01.811139,station22,complete,station22,station22_TRANSFER,station22_TRANSFER
93-p93,2025-09-05T13:31:01.972988,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
95-p95,2025-09-05T13:31:02.040089,station31,complete,station31,station31_TRANSFER,station31_TRANSFER
98-p98,2025-09-05T13:31:04.628577,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
93-p93,2025-09-05T13:31:05.378863,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
83-p83,2025-09-05T13:31:05.934888,station52,complete,station52,station52_TRANSFER,station52_TRANSFER
99-p99,2025-09-05T13:31:06.390096,corner2,start,corner2,corner2_START,corner2_START
93-p93,2025-09-05T13:31:06.896375,station52,assign,station52,station52_LOAD,station52_LOAD
94-p94,2025-09-05T13:31:06.970406,station31,assign,station31,station31_LOAD,station31_LOAD
91-p91,2025-09-05T13:31:07.226550,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
91-p91,2025-09-05T13:31:07.918525,station41,complete,station41,station41_TRANSFER,station41_TRANSFER
98-p98,2025-09-05T13:31:07.933003,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
99-p99,2025-09-05T13:31:08.616249,corner2,complete,corner2,corner2_TRANSFER,corner2_TRANSFER
86-p86,2025-09-05T13:31:08.735662,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
98-p98,2025-09-05T13:31:09.804001,station22,assign,station22,station22_LOAD,station22_LOAD
94-p94,2025-09-05T13:31:10.232709,station31,start,station31,station31_PROCESS,station31_PROCESS
93-p93,2025-09-05T13:31:10.517729,station52,start,station52,station52_PROCESS,station52_PROCESS
91-p91,2025-09-05T13:31:10.651199,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
83-p83,2025-09-05T13:31:11.320314,station61,assign,station61,station61_LOAD,station61_LOAD
86-p86,2025-09-05T13:31:12.162173,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
91-p91,2025-09-05T13:31:12.238352,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
90-p90,2025-09-05T13:31:12.959387,station41,assign,station41,station41_LOAD,station41_LOAD
98-p98,2025-09-05T13:31:13.119309,station22,start,station22,station22_PROCESS,station22_PROCESS
86-p86,2025-09-05T13:31:13.668223,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
99-p99,2025-09-05T13:31:14.111606,station11,assign,station11,station11_LOAD,station11_LOAD
83-p83,2025-09-05T13:31:14.638262,station61,start,station61,station61_PROCESS,station61_PROCESS
91-p91,2025-09-05T13:31:15.636555,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
90-p90,2025-09-05T13:31:16.371465,station41,start,station41,station41_PROCESS,station41_PROCESS
86-p86,2025-09-05T13:31:17.076774,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
95-p95,2025-09-05T13:31:17.216818,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
99-p99,2025-09-05T13:31:17.493388,station11,start,station11,station11_PROCESS,station11_PROCESS
97-p97,2025-09-05T13:31:18.109944,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
86-p86,2025-09-05T13:31:18.639709,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
95-p95,2025-09-05T13:31:20.630954,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
97-p97,2025-09-05T13:31:21.433559,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
86-p86,2025-09-05T13:31:21.960644,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
95-p95,2025-09-05T13:31:22.153536,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
97-p97,2025-09-05T13:31:23.029381,station22_pass,start,station22_pass,station22_pass_PASS,station22_pass_PASS
95-p95,2025-09-05T13:31:25.558897,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
97-p97,2025-09-05T13:31:26.351987,station22_pass,complete,station22_pass,station22_pass_TRANSFER,station22_pass_TRANSFER
94-p94,2025-09-05T13:31:26.711541,station31,complete,station31,station31_TRANSFER,station31_TRANSFER
95-p95,2025-09-05T13:31:27.123407,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
90-p90,2025-09-05T13:31:27.417191,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
90-p90,2025-09-05T13:31:27.997597,station41,complete,station41,station41_TRANSFER,station41_TRANSFER
89-p89,2025-09-05T13:31:28.832100,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
95-p95,2025-09-05T13:31:30.435172,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
96-p96,2025-09-05T13:31:30.591983,station21,complete,station21,station21_TRANSFER,station21_TRANSFER
96-p96,2025-09-05T13:31:30.772900,station22_pass,start,station22_pass,station22_pass_PASS,station22_pass_PASS
90-p90,2025-09-05T13:31:30.816366,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
89-p89,2025-09-05T13:31:32.229154,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
82-p82,2025-09-05T13:31:33.059939,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
99-p99,2025-09-05T13:31:33.772734,station11,complete,station11,station11_TRANSFER,station11_TRANSFER
89-p89,2025-09-05T13:31:33.816767,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
96-p96,2025-09-05T13:31:34.091645,station22_pass,complete,station22_pass,station22_pass_TRANSFER,station22_pass_TRANSFER
99-p99,2025-09-05T13:31:36.162734,station21,assign,station21,station21_LOAD,station21_LOAD
82-p82,2025-09-05T13:31:36.471800,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
89-p89,2025-09-05T13:31:37.231585,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
94-p94,2025-09-05T13:31:37.295508,station41,assign,station41,station41_LOAD,station41_LOAD
93-p93,2025-09-05T13:31:37.507672,station52,complete,station52,station52_TRANSFER,station52_TRANSFER
82-p82,2025-09-05T13:31:38.072504,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
90-p90,2025-09-05T13:31:38.348908,station52,assign,station52,station52_LOAD,station52_LOAD
99-p99,2025-09-05T13:31:39.521147,station21,start,station21,station21_PROCESS,station21_PROCESS
83-p83,2025-09-05T13:31:40.411998,station61,complete,station61,station61_TRANSFER,station61_TRANSFER
94-p94,2025-09-05T13:31:40.715911,station41,start,station41,station41_PROCESS,station41_PROCESS
96-p96,2025-09-05T13:31:41.002045,station31,assign,station31,station31_LOAD,station31_LOAD
82-p82,2025-09-05T13:31:41.500557,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
91-p91,2025-09-05T13:31:41.773479,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
90-p90,2025-09-05T13:31:41.880680,station52,start,station52,station52_PROCESS,station52_PROCESS
89-p89,2025-09-05T13:31:42.702382,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
83-p83,2025-09-05T13:31:42.853164,station71,assign,station71,station71_LOAD,station71_LOAD
96-p96,2025-09-05T13:31:44.286861,station31,start,station31,station31_PROCESS,station31_PROCESS
91-p91,2025-09-05T13:31:45.183142,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
83-p83,2025-09-05T13:31:46.104462,station71,start,station71,station71_PROCESS,station71_PROCESS
89-p89,2025-09-05T13:31:46.109501,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
100-p100,2025-09-05T13:31:46.171880,corner2,start,corner2,corner2_START,corner2_START
91-p91,2025-09-05T13:31:46.675747,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
82-p82,2025-09-05T13:31:46.930326,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
100-p100,2025-09-05T13:31:48.426474,corner2,complete,corner2,corner2_TRANSFER,corner2_TRANSFER
91-p91,2025-09-05T13:31:50.098826,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
82-p82,2025-09-05T13:31:50.249137,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
97-p97,2025-09-05T13:31:51.099961,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
91-p91,2025-09-05T13:31:51.581895,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
94-p94,2025-09-05T13:31:51.959566,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
94-p94,2025-09-05T13:31:52.390385,station41,complete,station41,station41_TRANSFER,station41_TRANSFER
86-p86,2025-09-05T13:31:53.214444,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
100-p100,2025-09-05T13:31:53.709186,station11,assign,station11,station11_LOAD,station11_LOAD
97-p97,2025-09-05T13:31:54.439118,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
91-p91,2025-09-05T13:31:54.897488,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
94-p94,2025-09-05T13:31:55.387045,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
86-p86,2025-09-05T13:31:56.634376,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
83-p83,2025-09-05T13:31:56.967179,corner1,start,corner1,corner1_RETURN,corner1_RETURN
94-p94,2025-09-05T13:31:56.987890,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
100-p100,2025-09-05T13:31:57.168892,station11,start,station11,station11_PROCESS,station11_PROCESS
95-p95,2025-09-05T13:31:57.486159,station41,assign,station41,station41_LOAD,station41_LOAD
83-p83,2025-09-05T13:31:57.851047,station71,complete,station71,station71_TRANSFER,station71_TRANSFER
98-p98,2025-09-05T13:31:58.231844,station22,complete,station22,station22_TRANSFER,station22_TRANSFER
83-p83,2025-09-05T13:31:58.863351,corner1,complete,corner1,corner1_TRANSFER,corner1_TRANSFER
97-p97,2025-09-05T13:31:59.081161,station22,assign,station22,station22_LOAD,station22_LOAD
94-p94,2025-09-05T13:32:00.317320,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
96-p96,2025-09-05T13:32:00.597363,station31,complete,station31,station31_TRANSFER,station31_TRANSFER
95-p95,2025-09-05T13:32:00.828270,station41,start,station41,station41_PROCESS,station41_PROCESS
93-p93,2025-09-05T13:32:01.900155,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
87-p87,2025-09-05T13:32:02.449498,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
97-p97,2025-09-05T13:32:02.458479,station22,start,station22,station22_PROCESS,station22_PROCESS
87-p87,2025-09-05T13:32:03.163920,station51,complete,station51,station51_TRANSFER,station51_TRANSFER
98-p98,2025-09-05T13:32:03.238940,station31,assign,station31,station31_LOAD,station31_LOAD
86-p86,2025-09-05T13:32:03.974828,station51,assign,station51,station51_LOAD,station51_LOAD
93-p93,2025-09-05T13:32:05.325692,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
87-p87,2025-09-05T13:32:05.787570,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
98-p98,2025-09-05T13:32:06.584607,station31,start,station31,station31_PROCESS,station31_PROCESS
86-p86,2025-09-05T13:32:07.442929,station51,start,station51,station51_PROCESS,station51_PROCESS
93-p93,2025-09-05T13:32:08.274323,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
93-p93,2025-09-05T13:32:11.682842,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
95-p95,2025-09-05T13:32:12.509785,station41,complete,station41,station41_TRANSFER,station41_TRANSFER
95-p95,2025-09-05T13:32:12.514041,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
90-p90,2025-09-05T13:32:12.920139,station52,complete,station52,station52_TRANSFER,station52_TRANSFER
87-p87,2025-09-05T13:32:13.136567,station61,assign,station61,station61_LOAD,station61_LOAD
100-p100,2025-09-05T13:32:13.222081,station11,complete,station11,station11_TRANSFER,station11_TRANSFER
96-p96,2025-09-05T13:32:13.341108,station41,assign,station41,station41_LOAD,station41_LOAD
93-p93,2025-09-05T13:32:13.760827,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
83-p83,2025-09-05T13:32:14.159924,station71_pass,start,station71_pass,station71_pass_PASS,station71_pass_PASS
95-p95,2025-09-05T13:32:15.931800,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
100-p100,2025-09-05T13:32:16.256297,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
87-p87,2025-09-05T13:32:16.548822,station61,start,station61,station61_PROCESS,station61_PROCESS
96-p96,2025-09-05T13:32:16.830097,station41,start,station41,station41_PROCESS,station41_PROCESS
93-p93,2025-09-05T13:32:17.085102,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
83-p83,2025-09-05T13:32:17.450623,station71_pass,complete,station71_pass,station71_pass_TRANSFER,station71_pass_TRANSFER
89-p89,2025-09-05T13:32:17.665018,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
95-p95,2025-09-05T13:32:17.916468,station52,assign,station52,station52_LOAD,station52_LOAD
83-p83,2025-09-05T13:32:19.019763,corner1,start,corner1,corner1_RETURN,corner1_RETURN
100-p100,2025-09-05T13:32:19.555617,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
83-p83,2025-09-05T13:32:20.910345,corner1,complete,corner1,corner1_TRANSFER,corner1_TRANSFER
89-p89,2025-09-05T13:32:21.080025,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
100-p100,2025-09-05T13:32:21.219675,station22_pass,start,station22_pass,station22_pass_PASS,station22_pass_PASS
95-p95,2025-09-05T13:32:21.391879,station52,start,station52,station52_PROCESS,station52_PROCESS
89-p89,2025-09-05T13:32:22.645534,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
98-p98,2025-09-05T13:32:22.810708,station31,complete,station31,station31_TRANSFER,station31_TRANSFER
100-p100,2025-09-05T13:32:24.554518,station22_pass,complete,station22_pass,station22_pass_TRANSFER,station22_pass_TRANSFER
89-p89,2025-09-05T13:32:26.072799,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
89-p89,2025-09-05T13:32:27.600071,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
96-p96,2025-09-05T13:32:27.809034,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
96-p96,2025-09-05T13:32:28.537680,station41,complete,station41,station41_TRANSFER,station41_TRANSFER
82-p82,2025-09-05T13:32:29.376232,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
83-p83,2025-09-05T13:32:29.853685,splitter5,complete,splitter5,splitter5_FINISH,splitter5_FINISH
89-p89,2025-09-05T13:32:31.008257,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
96-p96,2025-09-05T13:32:31.231097,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
96-p96,2025-09-05T13:32:32.731618,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
82-p82,2025-09-05T13:32:32.775517,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
91-p91,2025-09-05T13:32:33.615951,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
96-p96,2025-09-05T13:32:36.049053,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
91-p91,2025-09-05T13:32:36.996166,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
98-p98,2025-09-05T13:32:37.803493,station41,assign,station41,station41_LOAD,station41_LOAD
86-p86,2025-09-05T13:32:38.153697,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
86-p86,2025-09-05T13:32:39.115716,station51,complete,station51,station51_TRANSFER,station51_TRANSFER
82-p82,2025-09-05T13:32:39.956398,station51,assign,station51,station51_LOAD,station51_LOAD
98-p98,2025-09-05T13:32:41.216794,station41,start,station41,station41_PROCESS,station41_PROCESS
86-p86,2025-09-05T13:32:41.466245,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
94-p94,2025-09-05T13:32:42.047375,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
87-p87,2025-09-05T13:32:42.267323,station61,complete,station61,station61_TRANSFER,station61_TRANSFER
90-p90,2025-09-05T13:32:43.022827,station61,assign,station61,station61_LOAD,station61_LOAD
82-p82,2025-09-05T13:32:43.399522,station51,start,station51,station51_PROCESS,station51_PROCESS
91-p91,2025-09-05T13:32:44.223951,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
87-p87,2025-09-05T13:32:44.779642,station71,assign,station71,station71_LOAD,station71_LOAD
94-p94,2025-09-05T13:32:45.470926,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
90-p90,2025-09-05T13:32:46.472311,station61,start,station61,station61_PROCESS,station61_PROCESS
97-p97,2025-09-05T13:32:47.399024,station22,complete,station22,station22_TRANSFER,station22_TRANSFER
100-p100,2025-09-05T13:32:47.614400,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
91-p91,2025-09-05T13:32:47.623441,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
87-p87,2025-09-05T13:32:48.142062,station71,start,station71,station71_PROCESS,station71_PROCESS
95-p95,2025-09-05T13:32:48.266471,station52,complete,station52,station52_TRANSFER,station52_TRANSFER
94-p94,2025-09-05T13:32:48.447673,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
91-p91,2025-09-05T13:32:49.086878,station52,assign,station52,station52_LOAD,station52_LOAD
100-p100,2025-09-05T13:32:50.949122,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
94-p94,2025-09-05T13:32:51.852688,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
98-p98,2025-09-05T13:32:52.607629,station41,complete,station41,station41_TRANSFER,station41_TRANSFER
97-p97,2025-09-05T13:32:52.629625,station31,assign,station31,station31_LOAD,station31_LOAD
91-p91,2025-09-05T13:32:52.640624,station52,start,station52,station52_PROCESS,station52_PROCESS
98-p98,2025-09-05T13:32:52.669664,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
100-p100,2025-09-05T13:32:52.818010,station22,assign,station22,station22_LOAD,station22_LOAD
93-p93,2025-09-05T13:32:53.438626,station41,assign,station41,station41_LOAD,station41_LOAD
94-p94,2025-09-05T13:32:53.464748,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
87-p87,2025-09-05T13:32:55.893407,corner1,start,corner1,corner1_RETURN,corner1_RETURN
97-p97,2025-09-05T13:32:55.985042,station31,start,station31,station31_PROCESS,station31_PROCESS
98-p98,2025-09-05T13:32:56.083360,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
100-p100,2025-09-05T13:32:56.135649,station22,start,station22,station22_PROCESS,station22_PROCESS
87-p87,2025-09-05T13:32:56.411592,station71,complete,station71,station71_TRANSFER,station71_TRANSFER
94-p94,2025-09-05T13:32:56.841020,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
93-p93,2025-09-05T13:32:56.956643,station41,start,station41,station41_PROCESS,station41_PROCESS
98-p98,2025-09-05T13:32:57.672546,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
87-p87,2025-09-05T13:32:57.808585,corner1,complete,corner1,corner1_TRANSFER,corner1_TRANSFER
98-p98,2025-09-05T13:33:00.979867,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
93-p93,2025-09-05T13:33:05.211423,station41,complete,station41,station41_TRANSFER,station41_TRANSFER
89-p89,2025-09-05T13:33:06.045771,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
87-p87,2025-09-05T13:33:06.731903,splitter5,complete,splitter5,splitter5_FINISH,splitter5_FINISH
89-p89,2025-09-05T13:33:09.470171,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
96-p96,2025-09-05T13:33:10.329473,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
82-p82,2025-09-05T13:33:10.375851,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
82-p82,2025-09-05T13:33:11.279440,station51,complete,station51,station51_TRANSFER,station51_TRANSFER
93-p93,2025-09-05T13:33:12.114360,station51,assign,station51,station51_LOAD,station51_LOAD
90-p90,2025-09-05T13:33:12.143457,station61,complete,station61,station61_TRANSFER,station61_TRANSFER
97-p97,2025-09-05T13:33:12.675200,station31,complete,station31,station31_TRANSFER,station31_TRANSFER
86-p86,2025-09-05T13:33:12.891393,station61,assign,station61,station61_LOAD,station61_LOAD
101-p101,2025-09-05T13:33:13.314659,corner2,start,corner2,corner2_START,corner2_START
82-p82,2025-09-05T13:33:13.685973,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
96-p96,2025-09-05T13:33:13.758203,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
95-p95,2025-09-05T13:33:14.583382,station41,assign,station41,station41_LOAD,station41_LOAD
90-p90,2025-09-05T13:33:14.655913,station71,assign,station71,station71_LOAD,station71_LOAD
101-p101,2025-09-05T13:33:15.549066,corner2,complete,corner2,corner2_TRANSFER,corner2_TRANSFER
93-p93,2025-09-05T13:33:15.593901,station51,start,station51,station51_PROCESS,station51_PROCESS
86-p86,2025-09-05T13:33:16.310795,station61,start,station61,station61_PROCESS,station61_PROCESS
89-p89,2025-09-05T13:33:16.417983,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
95-p95,2025-09-05T13:33:17.922951,station41,start,station41,station41_PROCESS,station41_PROCESS
90-p90,2025-09-05T13:33:17.996906,station71,start,station71,station71_PROCESS,station71_PROCESS
97-p97,2025-09-05T13:33:18.744825,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
89-p89,2025-09-05T13:33:19.832163,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
96-p96,2025-09-05T13:33:20.653534,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
101-p101,2025-09-05T13:33:20.653796,station11,assign,station11,station11_LOAD,station11_LOAD
91-p91,2025-09-05T13:33:20.952951,station52,complete,station52,station52_TRANSFER,station52_TRANSFER
89-p89,2025-09-05T13:33:21.784926,station52,assign,station52,station52_LOAD,station52_LOAD
97-p97,2025-09-05T13:33:22.134449,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
101-p101,2025-09-05T13:33:24.044486,station11,start,station11,station11_PROCESS,station11_PROCESS
96-p96,2025-09-05T13:33:24.069575,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
97-p97,2025-09-05T13:33:24.893253,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
89-p89,2025-09-05T13:33:25.377940,station52,start,station52,station52_PROCESS,station52_PROCESS
90-p90,2025-09-05T13:33:26.147661,corner1,start,corner1,corner1_RETURN,corner1_RETURN
96-p96,2025-09-05T13:33:26.198943,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
90-p90,2025-09-05T13:33:27.014414,station71,complete,station71,station71_TRANSFER,station71_TRANSFER
90-p90,2025-09-05T13:33:28.045280,corner1,complete,corner1,corner1_TRANSFER,corner1_TRANSFER
97-p97,2025-09-05T13:33:28.288255,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
95-p95,2025-09-05T13:33:29.132974,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
95-p95,2025-09-05T13:33:29.294458,station41,complete,station41,station41_TRANSFER,station41_TRANSFER
96-p96,2025-09-05T13:33:29.597450,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
94-p94,2025-09-05T13:33:30.136041,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
97-p97,2025-09-05T13:33:30.428598,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
95-p95,2025-09-05T13:33:32.537053,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
94-p94,2025-09-05T13:33:33.557851,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
97-p97,2025-09-05T13:33:33.743316,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
98-p98,2025-09-05T13:33:34.391756,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
95-p95,2025-09-05T13:33:34.550528,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
94-p94,2025-09-05T13:33:35.136749,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
90-p90,2025-09-05T13:33:36.923061,splitter5,complete,splitter5,splitter5_FINISH,splitter5_FINISH
98-p98,2025-09-05T13:33:37.806649,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
95-p95,2025-09-05T13:33:37.873309,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
94-p94,2025-09-05T13:33:38.554273,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
94-p94,2025-09-05T13:33:40.135897,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
101-p101,2025-09-05T13:33:40.171092,station11,complete,station11,station11_TRANSFER,station11_TRANSFER
100-p100,2025-09-05T13:33:41.052434,station22,complete,station22,station22_TRANSFER,station22_TRANSFER
86-p86,2025-09-05T13:33:42.135486,station61,complete,station61,station61_TRANSFER,station61_TRANSFER
82-p82,2025-09-05T13:33:42.875423,station61,assign,station61,station61_LOAD,station61_LOAD
94-p94,2025-09-05T13:33:43.463957,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
101-p101,2025-09-05T13:33:44.027082,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
86-p86,2025-09-05T13:33:44.718140,station71,assign,station71,station71_LOAD,station71_LOAD
91-p91,2025-09-05T13:33:45.147202,station41,assign,station41,station41_LOAD,station41_LOAD
93-p93,2025-09-05T13:33:45.595768,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
93-p93,2025-09-05T13:33:46.147130,station51,complete,station51,station51_TRANSFER,station51_TRANSFER
100-p100,2025-09-05T13:33:46.306366,station31,assign,station31,station31_LOAD,station31_LOAD
82-p82,2025-09-05T13:33:46.351727,station61,start,station61,station61_PROCESS,station61_PROCESS
98-p98,2025-09-05T13:33:46.954071,station51,assign,station51,station51_LOAD,station51_LOAD
101-p101,2025-09-05T13:33:47.342024,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
86-p86,2025-09-05T13:33:47.963336,station71,start,station71,station71_PROCESS,station71_PROCESS
91-p91,2025-09-05T13:33:48.533328,station41,start,station41,station41_PROCESS,station41_PROCESS
